time,interval,temperature_2m,apparent_temperature,relative_humidity_2m,wind_speed_10m,wind_direction_10m,wind_gusts_10m,precipitation,rain,showers,snowfall,weather_code,cloud_cover,pressure_msl,surface_pressure,city
2025-06-30T09:00,900,28.0,33.0,75,5.6,243,12.2,0.0,0.0,0.0,0.0,0,7,1013.2,1012.6,Osaka
2025-06-30T02:00,900,17.2,15.1,53,10.2,328,27.0,0.0,0.0,0.0,0.0,2,89,1022.5,1018.1,Berlin
2025-06-30T09:00,900,25.5,30.9,89,3.3,167,23.0,0.0,0.0,0.0,0.0,1,29,1010.8,1006.9,Seoul
2025-06-30T00:00,900,25.5,30.8,91,5.9,232,13.3,0.1,0.0,0.1,0.0,80,86,1013.5,1007.7,Abidjan
2025-06-30T08:00,900,27.7,32.8,83,9.4,86,18.4,0.1,0.0,0.1,0.0,80,100,1006.3,1003.9,Hong Kong
2025-06-30T10:00,900,9.8,8.5,83,3.8,221,9.0,0.0,0.0,0.0,0.0,3,86,1030.3,1027.9,Melbourne
2025-06-29T18:00,900,18.5,18.3,74,9.3,13,29.2,0.7,0.0,0.7,0.0,95,100,1013.5,785.4,Mexico City
2025-06-30T04:30,900,16.7,13.7,32,5.6,285,22.0,0.0,0.0,0.0,0.0,0,0,1001.8,814.4,Kabul
2025-06-30T02:00,900,22.3,23.0,62,6.1,332,14.4,0.0,0.0,0.0,0.0,1,17,1021.8,992.7,Prague
2025-06-30T09:00,900,27.2,32.1,74,1.0,225,18.4,0.0,0.0,0.0,0.0,1,33,1012.4,1007.8,Tokyo
2025-06-29T20:00,900,22.1,23.3,67,4.7,81,7.9,0.0,0.0,0.0,0.0,0,0,1013.2,1001.7,Toronto
2025-06-30T03:30,900,25.9,23.1,19,5.5,23,11.9,0.0,0.0,0.0,0.0,1,14,1000.4,876.4,Tehran
2025-06-29T21:00,900,20.8,21.0,59,3.7,11,10.4,0.0,0.0,0.0,0.0,2,68,1019.1,937.3,Sao Paulo
2025-06-30T03:00,900,13.5,9.8,71,22.3,299,35.3,0.0,0.0,0.0,0.0,0,2,998.8,997.8,Helsinki
2025-06-29T19:00,900,27.9,29.7,61,13.0,156,20.9,0.0,0.0,0.0,0.0,3,100,1011.1,983.9,Chicago
2025-06-30T03:00,900,25.9,30.6,83,3.8,221,7.2,0.0,0.0,0.0,0.0,2,69,1002.7,998.9,Beirut
2025-06-30T03:00,900,19.8,21.9,92,6.9,223,11.9,0.0,0.0,0.0,0.0,2,53,1020.2,1019.4,Toamasina
2025-06-29T20:00,900,28.3,32.2,72,9.5,151,12.6,0.0,0.0,0.0,0.0,3,100,1017.9,1017.3,Miami
2025-06-30T02:00,900,22.4,22.3,64,12.2,50,24.8,0.0,0.0,0.0,0.0,0,0,1022.4,1019.3,Brussels
2025-06-30T02:00,900,28.6,26.4,21,5.9,43,20.2,0.0,0.0,0.0,0.0,3,99,1018.3,944.9,Madrid
2025-06-30T02:00,900,25.7,29.5,75,4.0,280,7.6,0.0,0.0,0.0,0.0,0,0,1017.2,1014.0,Barcelona
2025-06-30T03:00,900,12.1,12.3,100,2.9,150,6.1,0.0,0.0,0.0,0.0,45,80,1023.8,895.4,Fianarantsoa
2025-06-30T03:00,900,21.5,23.3,80,7.9,177,21.6,0.0,0.0,0.0,0.0,2,74,1017.6,1016.9,Sambava
2025-06-30T03:00,900,22.0,22.6,87,21.4,144,31.0,0.0,0.0,0.0,0.0,1,42,1021.6,1020.7,Toliara
2025-06-29T17:00,900,25.4,25.3,52,13.0,265,16.2,0.0,0.0,0.0,0.0,0,4,1012.2,1001.7,Los Angeles
2025-06-29T19:00,900,34.1,35.7,41,12.3,165,20.5,0.0,0.0,0.0,0.0,0,1,1011.9,996.6,Dallas
2025-06-30T02:00,900,25.4,26.4,51,3.4,238,6.5,0.0,0.0,0.0,0.0,0,0,1019.3,998.7,Vienna
2025-06-30T02:00,900,23.8,25.8,71,6.9,9,15.5,0.0,0.0,0.0,0.0,0,0,1020.9,1016.7,Paris
2025-06-29T20:00,900,31.1,32.9,45,7.1,300,11.9,0.0,0.0,0.0,0.0,0,0,1013.1,1009.5,Philadelphia
2025-06-29T21:00,900,24.4,26.9,67,2.2,171,7.2,0.0,0.0,0.0,0.0,0,0,1017.4,1016.9,Rio de Janeiro
2025-06-30T02:00,900,25.8,29.0,68,2.1,31,3.2,0.0,0.0,0.0,0.0,0,0,1015.7,1009.0,Rome
2025-06-30T02:00,900,19.5,18.3,63,13.0,81,24.1,0.0,0.0,0.0,0.0,0,0,1023.9,1023.3,Amsterdam
2025-06-30T03:00,900,11.3,7.5,56,14.8,104,28.1,0.0,0.0,0.0,0.0,0,0,1022.6,855.7,Antsirabe
2025-07-01T01:00,900,23.5,27.0,85,5.7,252,20.2,0.0,0.0,0.0,0.0,0,0,1012.1,1007.0,Casablanca
2025-07-01T09:00,900,28.1,33.5,80,6.4,243,12.6,0.0,0.0,0.0,0.0,1,31,1015.1,1014.5,Osaka
2025-07-01T08:00,900,30.5,35.3,71,12.1,168,31.0,0.0,0.0,0.0,0.0,1,29,1011.0,1010.4,Shanghai
2025-07-01T10:00,900,10.9,6.8,80,23.7,226,52.6,0.3,0.2,0.0,0.0,61,100,1011.0,1000.6,Sydney
2025-07-01T03:00,900,16.1,15.9,70,2.9,97,5.4,0.0,0.0,0.0,0.0,0,0,1013.1,913.7,Ankara
2025-07-01T09:00,900,25.3,30.8,92,3.6,217,24.5,0.0,0.0,0.0,0.0,3,88,1013.2,1009.3,Seoul
2025-07-01T00:00,900,25.0,29.8,91,6.8,245,14.0,0.0,0.0,0.0,0.0,3,86,1014.7,1008.9,Abidjan
2025-07-01T03:00,900,25.5,27.2,77,19.4,169,25.6,0.0,0.0,0.0,0.0,2,49,1016.4,1016.4,Comores
2025-07-01T07:00,900,25.8,31.0,87,4.2,239,9.4,0.0,0.0,0.0,0.0,2,81,1006.6,1006.1,Bangkok
2025-07-01T09:00,900,28.3,34.6,80,1.6,207,16.9,0.0,0.0,0.0,0.0,2,56,1014.0,1009.4,Tokyo
2025-07-01T03:00,900,15.4,11.7,65,22.7,341,40.3,0.0,0.0,0.0,0.0,3,94,1011.7,1010.7,Helsinki
2025-06-30T19:00,900,26.7,30.4,78,10.1,86,18.4,0.0,0.0,0.0,0.0,2,51,1010.4,983.1,Chicago
2025-07-01T03:00,900,25.2,27.0,60,4.0,95,8.3,0.0,0.0,0.0,0.0,0,0,1005.2,1001.4,Beirut
2025-07-01T03:00,900,19.5,20.9,93,12.2,214,27.4,0.1,0.0,0.1,0.0,80,92,1022.5,1021.7,Toamasina
2025-06-30T20:00,900,28.3,33.3,77,7.4,119,11.5,0.0,0.0,0.0,0.0,95,90,1018.4,1017.8,Miami
2025-07-01T03:00,900,31.3,26.1,11,18.5,262,29.9,0.0,0.0,0.0,0.0,0,0,1001.2,932.9,Riyadh
2025-06-30T19:00,900,28.6,32.8,73,9.7,184,27.4,0.0,0.0,0.0,0.0,3,94,1016.0,1013.7,Houston
2025-06-30T17:00,900,17.7,16.1,78,22.4,274,35.3,0.0,0.0,0.0,0.0,0,11,1010.7,1008.6,San Francisco
2025-07-01T01:00,900,32.5,27.1,19,29.5,66,42.1,0.0,0.0,0.0,0.0,0,0,1010.5,950.7,Algerie
2025-07-01T02:00,900,27.0,30.5,67,3.3,283,6.1,0.0,0.0,0.0,0.0,1,15,1015.3,1012.1,Barcelona
2025-07-01T03:00,900,12.4,12.3,97,5.2,102,13.7,0.0,0.0,0.0,0.0,2,80,1026.1,897.6,Fianarantsoa
2025-07-01T03:00,900,29.8,28.1,24,6.4,344,16.2,0.0,0.0,0.0,0.0,0,0,998.9,994.9,Baghdad
2025-07-01T03:00,900,20.0,22.1,87,5.1,176,18.0,0.0,0.0,0.0,0.0,2,75,1018.9,1018.2,Sambava
2025-07-01T03:00,900,21.4,20.8,82,24.3,128,35.3,0.0,0.0,0.0,0.0,0,0,1021.1,1020.2,Toliara
2025-07-01T05:30,900,28.7,32.4,81,21.1,250,30.6,0.2,0.0,0.2,0.0,80,100,1002.6,1001.7,Mumbai
2025-06-30T17:00,900,25.2,24.5,49,15.3,261,19.1,0.0,0.0,0.0,0.0,0,4,1010.2,999.7,Los Angeles
2025-07-01T03:00,900,15.5,15.9,90,6.0,237,12.6,0.5,0.0,0.5,0.0,95,100,1017.1,780.8,Addis Ababa
2025-07-01T08:00,900,26.4,33.0,93,1.4,360,2.5,0.0,0.0,0.0,0.0,1,24,1009.3,1004.0,Singapore
2025-06-30T20:00,900,27.3,29.6,63,9.2,191,20.5,0.0,0.0,0.0,0.0,0,0,1013.4,1012.4,Boston
2025-06-30T20:00,900,7.8,6.1,80,2.8,230,5.8,0.0,0.0,0.0,0.0,3,100,1019.1,955.0,Santiago
2025-07-01T02:00,900,28.7,30.9,49,1.9,112,3.6,0.0,0.0,0.0,0.0,1,0,1015.5,1011.4,Paris
2025-06-30T20:00,900,24.3,29.5,90,0.7,360,5.4,0.0,0.0,0.0,0.0,3,100,1012.8,1009.1,Philadelphia
2025-07-01T03:00,900,24.8,26.9,69,7.3,147,10.8,0.0,0.0,0.0,0.0,1,43,1017.8,1016.3,Mahajanga
2025-06-30T21:00,900,22.8,26.5,87,2.9,187,9.0,0.0,0.0,0.0,0.0,2,80,1022.1,1021.6,Rio de Janeiro
2025-06-30T20:00,900,29.7,34.1,69,9.4,187,20.2,0.0,0.0,0.0,0.0,3,85,1011.6,1008.8,Washington
2025-06-30T20:00,900,26.2,29.0,68,6.5,264,13.0,0.0,0.0,0.0,0.0,3,100,1014.3,977.3,Atlanta
2025-07-01T03:00,900,12.7,9.4,75,19.7,105,38.2,0.0,0.0,0.0,0.0,1,36,1024.6,858.1,Antsirabe
2025-07-02T01:00,900,22.7,25.8,89,8.1,225,20.2,0.0,0.0,0.0,0.0,1,40,1012.9,1007.8,Casablanca
2025-07-02T01:00,900,24.8,29.7,90,3.4,18,13.0,0.0,0.0,0.0,0.0,3,95,1013.4,1009.5,Algiers
2025-07-02T03:00,900,12.1,11.0,90,8.4,317,22.7,0.0,0.0,0.0,0.0,3,87,1003.1,986.4,Moscow
2025-07-02T10:00,900,15.2,12.3,75,21.8,218,47.9,0.0,0.0,0.0,0.0,2,67,1001.4,991.3,Sydney
2025-07-02T03:00,900,18.5,17.6,55,5.2,12,11.9,0.0,0.0,0.0,0.0,2,57,1013.4,914.7,Ankara
2025-07-02T00:00,900,25.0,29.7,89,5.1,266,11.2,0.0,0.0,0.0,0.0,2,62,1015.4,1009.6,Abidjan
2025-07-02T08:00,900,28.0,33.8,86,7.7,79,20.2,0.1,0.0,0.2,0.0,80,100,1009.7,1007.3,Hong Kong
2025-07-02T01:00,900,19.9,19.9,81,15.3,352,34.6,0.0,0.0,0.0,0.0,1,35,1015.0,1007.2,Lisbon
2025-07-01T18:00,900,20.2,18.7,50,9.5,127,25.2,0.0,0.0,0.0,0.0,3,100,1014.7,787.5,Mexico City
2025-07-02T09:00,900,24.5,30.7,99,1.1,180,16.6,0.1,0.1,0.0,0.0,51,100,1015.0,1010.4,Tokyo
2025-07-01T20:00,900,26.8,25.8,45,15.4,286,29.9,0.0,0.0,0.0,0.0,0,0,1008.6,997.3,Toronto
2025-07-01T21:00,900,12.4,11.5,97,10.5,131,31.3,0.0,0.0,0.0,0.0,3,100,1027.2,942.4,Sao Paulo
2025-07-02T03:00,900,17.7,16.3,59,9.0,315,15.5,0.0,0.0,0.0,0.0,1,31,1012.6,1011.6,Helsinki
2025-07-01T19:00,900,25.4,27.2,67,10.8,105,13.0,0.0,0.0,0.0,0.0,0,7,1012.3,984.8,Chicago
2025-07-02T03:00,900,19.8,20.8,91,13.6,197,27.7,0.2,0.0,0.2,0.0,80,87,1022.7,1021.9,Toamasina
2025-07-01T20:00,900,27.8,31.6,76,12.4,150,20.9,0.0,0.0,0.0,0.0,3,92,1017.3,1016.7,Miami
2025-07-02T03:00,900,31.3,28.1,15,9.3,13,16.2,0.0,0.0,0.0,0.0,0,0,1003.4,934.9,Riyadh
2025-07-01T19:00,900,31.8,37.5,62,0.8,333,6.1,0.0,0.0,0.0,0.0,95,0,1014.4,1012.1,Houston
2025-07-02T02:00,900,28.0,27.2,32,5.9,101,16.6,0.0,0.0,0.0,0.0,2,42,1014.4,941.1,Madrid
2025-07-02T01:00,900,32.7,28.4,17,20.2,40,28.8,0.0,0.0,0.0,0.0,0,0,1010.7,950.9,Algerie
2025-07-02T02:00,900,26.5,32.0,86,4.6,231,8.3,0.0,0.0,0.0,0.0,3,98,1014.2,1011.0,Barcelona
2025-07-02T03:00,900,12.6,10.6,95,17.4,117,36.0,0.0,0.0,0.0,0.0,3,100,1027.6,898.9,Fianarantsoa
2025-07-02T03:00,900,21.4,21.9,70,10.1,178,24.5,0.0,0.0,0.0,0.0,2,62,1018.9,1018.2,Sambava
2025-07-02T03:00,900,23.4,23.1,59,13.0,96,22.7,0.0,0.0,0.0,0.0,1,35,1021.2,1020.3,Toliara
2025-07-02T05:30,900,28.1,32.0,86,22.7,228,33.8,0.4,0.0,0.4,0.0,95,100,1001.7,1000.8,Mumbai
2025-07-02T02:00,900,27.8,30.9,55,9.6,70,18.4,0.0,0.0,0.0,0.0,0,0,1014.9,1014.2,Marseille
2025-07-02T03:00,900,15.6,16.2,88,4.0,275,10.4,0.2,0.0,0.2,0.0,80,87,1017.8,781.4,Addis Ababa
2025-07-01T19:00,900,32.2,35.0,49,7.5,55,9.4,0.0,0.0,0.0,0.0,3,100,1014.8,999.4,Dallas
2025-07-02T08:00,900,27.0,32.4,87,6.9,189,12.6,0.3,0.0,0.3,0.0,95,100,1010.6,1005.3,Singapore
2025-07-01T20:00,900,22.9,23.5,83,21.6,240,40.7,0.6,0.6,0.0,0.0,80,95,1005.4,996.6,Montreal
2025-07-01T20:00,900,30.2,32.9,64,17.9,210,37.8,0.0,0.0,0.0,0.0,3,100,1006.9,1005.9,Boston
2025-07-01T20:00,900,11.9,10.7,71,3.2,63,8.6,0.0,0.0,0.0,0.0,3,100,1020.1,956.8,Santiago
2025-07-02T02:00,900,27.0,29.1,59,7.2,357,16.6,0.0,0.0,0.0,0.0,0,0,1014.2,1010.1,Paris
2025-07-02T02:00,900,25.5,26.1,52,7.6,264,17.3,0.0,0.0,0.0,0.0,0,0,1013.5,1012.9,Amsterdam
2025-07-02T02:00,900,21.1,19.5,53,14.0,285,25.9,0.0,0.0,0.0,0.0,2,72,1014.6,1011.8,Stockholm
2025-07-05T10:45,900,25.1,27.6,61,6.6,347,14.4,0.0,0.0,0.0,0.0,1,44,1019.2,1014.1,Casablanca
2025-07-05T10:45,900,30.0,35.1,64,9.8,28,25.2,0.0,0.0,0.0,0.0,1,22,1017.5,1013.6,Algiers
2025-07-05T12:45,900,18.5,18.1,70,8.8,102,23.4,0.0,0.0,0.0,0.0,3,93,1019.4,841.4,Nairobi
2025-07-05T12:45,900,19.9,18.0,42,11.3,292,30.6,0.0,0.0,0.0,0.0,3,96,1013.3,996.9,Moscow
2025-07-05T12:45,900,19.1,15.8,51,21.1,81,38.9,0.0,0.0,0.0,0.0,2,68,1021.7,884.4,Antananarivo
2025-07-05T18:45,900,29.8,35.0,68,3.1,216,22.3,0.0,0.0,0.0,0.0,1,33,1005.1,1004.5,Osaka
2025-07-05T11:45,900,25.9,24.4,31,11.7,225,24.1,0.0,0.0,0.0,0.0,3,94,1015.7,1011.4,Berlin
2025-07-05T17:45,900,35.0,38.0,46,12.3,173,31.3,0.0,0.0,0.0,0.0,1,8,1003.1,1002.5,Shanghai
2025-07-05T19:45,900,12.2,12.0,87,1.5,76,5.4,0.0,0.0,0.0,0.0,3,100,1021.6,1011.1,Sydney
2025-07-05T12:45,900,25.8,27.3,30,3.6,6,11.9,0.0,0.0,0.0,0.0,1,6,1015.7,919.1,Ankara
2025-07-05T18:45,900,27.8,33.1,81,5.8,248,24.8,0.0,0.0,0.0,0.0,2,67,1005.0,1001.1,Seoul
2025-07-05T09:45,900,26.2,30.6,83,7.9,196,13.3,0.1,0.0,0.1,0.0,80,100,1016.3,1010.5,Abidjan
2025-07-05T17:45,900,30.8,36.7,73,6.6,139,25.2,0.2,0.0,0.2,0.0,80,100,1001.7,999.3,Hong Kong
2025-07-05T12:45,900,26.0,29.5,69,10.8,159,16.2,0.0,0.0,0.0,0.0,1,38,1017.5,1017.5,Comores
2025-07-05T10:45,900,26.0,29.4,58,2.3,342,6.5,0.0,0.0,0.0,0.0,0,0,1018.7,1011.1,Lisbon
2025-07-05T19:45,900,11.7,9.7,69,7.1,45,23.0,0.0,0.0,0.0,0.0,2,76,1015.7,1013.4,Melbourne
2025-07-05T16:45,900,31.4,35.1,60,10.5,266,27.7,0.0,0.0,0.0,0.0,3,98,1003.8,1003.3,Bangkok
2025-07-05T05:45,900,17.2,17.5,80,6.7,344,12.2,0.0,0.0,0.0,0.0,0,0,1021.3,1017.5,New York
2025-07-05T03:45,900,14.9,14.5,78,5.4,250,11.9,0.0,0.0,0.0,0.0,1,28,1018.7,787.0,Mexico City
2025-07-05T14:15,900,31.3,28.4,17,19.6,103,36.0,0.0,0.0,0.0,0.0,0,0,1000.3,821.2,Kabul
2025-07-05T11:45,900,26.2,25.9,38,10.5,207,22.0,0.0,0.0,0.0,0.0,1,10,1017.9,989.2,Prague
2025-07-05T18:45,900,29.0,34.8,76,2.7,157,18.4,0.0,0.0,0.0,0.0,1,45,1004.0,999.5,Tokyo
2025-07-05T05:45,900,15.9,15.8,83,7.2,18,8.3,0.0,0.0,0.0,0.0,0,0,1018.5,1006.7,Toronto
2025-07-05T13:15,900,37.2,37.3,17,11.3,149,29.2,0.0,0.0,0.0,0.0,0,0,998.8,879.2,Tehran
2025-07-05T06:45,900,9.6,9.0,100,3.2,90,11.2,0.0,0.0,0.0,0.0,45,80,1027.2,941.6,Sao Paulo
2025-07-05T12:45,900,17.1,15.4,82,20.9,185,34.9,0.0,0.0,0.0,0.0,3,89,1010.4,1009.4,Helsinki
2025-07-05T04:45,900,21.8,23.9,83,8.2,203,19.4,0.0,0.0,0.0,0.0,0,0,1017.0,989.1,Chicago
2025-07-05T12:45,900,30.1,32.9,47,14.1,341,23.4,0.0,0.0,0.0,0.0,0,1,1009.8,1006.1,Beirut
2025-07-05T12:45,900,22.3,23.3,75,11.9,177,26.3,0.1,0.0,0.1,0.0,3,89,1021.8,1021.0,Toamasina
2025-07-05T05:45,900,25.1,28.8,89,13.0,186,21.2,0.0,0.0,0.0,0.0,0,8,1014.1,1013.5,Miami
2025-07-05T12:45,900,39.3,38.3,10,11.5,14,19.8,0.0,0.0,0.0,0.0,0,0,1002.9,936.2,Riyadh
2025-07-05T04:45,900,26.2,31.0,87,7.9,177,20.9,0.0,0.0,0.0,0.0,3,100,1015.1,1012.8,Houston
2025-07-05T02:45,900,11.4,8.8,90,17.1,285,32.4,0.0,0.0,0.0,0.0,0,9,1018.8,1016.6,San Francisco
2025-07-05T12:45,900,17.3,13.9,47,16.2,282,36.0,0.0,0.0,0.0,0.0,2,77,1011.4,1009.4,Petersburg
2025-07-05T11:45,900,22.9,20.5,41,16.2,238,34.9,0.0,0.0,0.0,0.0,1,24,1017.2,1014.2,Brussels
2025-07-05T11:45,900,29.2,30.7,38,6.5,87,23.8,0.0,0.0,0.0,0.0,1,29,1018.6,945.3,Madrid
2025-07-05T10:45,900,37.7,32.2,13,33.1,76,51.8,0.0,0.0,0.0,0.0,0,0,1013.2,954.2,Algerie
2025-07-05T11:45,900,29.8,32.8,50,9.4,182,15.5,0.0,0.0,0.0,0.0,0,0,1018.4,1015.2,Barcelona
2025-07-05T12:45,900,17.8,15.2,59,17.7,63,38.5,0.0,0.0,0.0,0.0,2,68,1022.9,896.9,Fianarantsoa
2025-07-05T12:45,900,38.6,38.0,13,12.6,307,32.8,0.0,0.0,0.0,0.0,0,0,1001.8,997.9,Baghdad
2025-07-05T12:45,900,26.9,26.1,51,24.4,146,47.2,0.0,0.0,0.0,0.0,2,63,1018.4,1017.7,Sambava
2025-07-05T13:45,900,32.5,39.4,75,21.6,270,26.6,0.0,0.0,0.0,0.0,1,26,995.4,994.7,Dubai
2025-07-05T12:45,900,26.4,27.4,51,10.2,225,7.6,0.0,0.0,0.0,0.0,0,0,1020.4,1019.5,Toliara
2025-07-05T10:45,900,18.4,17.3,75,16.2,233,35.3,0.0,0.0,0.0,0.0,3,100,1015.9,1014.0,London
2025-07-05T15:15,900,27.5,31.0,87,23.3,235,33.8,0.7,0.0,0.7,0.0,95,100,1003.5,1002.6,Mumbai
2025-07-05T02:45,900,16.3,17.7,94,2.1,31,7.2,0.0,0.0,0.0,0.0,2,66,1016.0,1005.2,Los Angeles
2025-07-05T11:45,900,31.6,30.7,36,14.0,288,27.0,0.0,0.0,0.0,0.0,3,98,1016.0,1015.3,Marseille
2025-07-05T12:45,900,21.1,22.2,63,5.8,202,17.3,0.0,0.0,0.0,0.0,2,73,1015.4,783.4,Addis Ababa
2025-07-05T04:45,900,23.6,27.1,93,11.0,128,27.7,0.0,0.0,0.0,0.0,2,69,1013.9,998.1,Dallas
2025-07-05T17:45,900,30.2,34.4,66,9.7,211,24.5,0.0,0.0,0.0,0.0,3,100,1007.6,1002.4,Singapore
2025-07-05T11:45,900,26.0,25.5,36,12.2,133,26.3,0.0,0.0,0.0,0.0,1,16,1019.3,998.7,Vienna
2025-07-05T05:45,900,14.6,14.2,87,8.5,234,17.6,0.0,0.0,0.0,0.0,2,52,1019.9,1010.7,Montreal
2025-07-05T05:45,900,14.2,12.5,63,7.0,258,15.8,0.0,0.0,0.0,0.0,0,0,1020.8,1019.7,Boston
2025-07-05T05:45,900,8.7,7.0,96,8.5,234,8.6,0.0,0.0,0.0,0.0,45,100,1018.0,954.1,Santiago
2025-07-05T11:45,900,23.0,22.2,34,7.2,288,16.2,0.0,0.0,0.0,0.0,3,100,1020.7,1016.5,Paris
2025-07-05T05:45,900,17.2,17.5,83,7.1,336,14.4,0.0,0.0,0.0,0.0,0,0,1021.1,1017.3,Philadelphia
2025-07-05T12:45,900,28.3,26.9,42,25.5,106,37.4,0.0,0.0,0.0,0.0,0,0,1017.6,1016.1,Mahajanga
2025-07-05T06:45,900,13.8,14.7,100,2.2,261,7.9,0.0,0.0,0.0,0.0,45,89,1026.4,1025.9,Rio de Janeiro
2025-07-05T11:45,900,34.2,37.4,38,9.2,206,15.8,0.0,0.0,0.0,0.0,0,1,1016.0,1009.5,Rome
2025-07-05T17:45,900,34.8,35.6,35,12.0,351,41.4,0.0,0.0,0.0,0.0,1,23,999.8,994.6,Beijing
2025-07-05T11:45,900,17.1,15.5,79,18.7,243,41.0,0.0,0.0,0.0,0.0,3,100,1015.0,1014.4,Amsterdam
2025-07-05T05:45,900,17.2,17.2,73,5.0,21,8.3,0.0,0.0,0.0,0.0,0,0,1021.3,1018.3,Washington
2025-07-05T11:45,900,16.5,15.9,85,13.3,200,26.3,0.0,0.0,0.0,0.0,3,100,1008.0,1005.2,Stockholm
2025-07-05T05:45,900,21.6,24.1,87,6.4,52,14.4,0.0,0.0,0.0,0.0,0,0,1016.9,979.2,Atlanta
2025-07-05T12:45,900,20.0,17.8,40,14.7,59,30.6,0.0,0.0,0.0,0.0,0,0,1021.0,858.8,Antsirabe
